case_id,activity,timestamp_start,timestamp_end,station_id,resource_id,resource_name,qualification,result,rework_flag,reference,temps_prevu,temps_reel,wait_time,alea,cout_horaire
P0025,Assemblage train atterissage droit,2023-09-01 21:12:11.678213,2023-09-01 21:12:11.678213,Station_44,AIR0100,Isabelle Moreau,Chef d'Équipe Expert,OK,False,A238,0.0,0.0,0.12287771938699486,Perte traçabilité composants,41.5
P0026,Assemblage aile droite,2023-09-01 21:13:42.488462,2023-09-01 21:13:42.488462,Station_9,AIR0009,Martine Vincent,Chef d'Équipe Confirmé,OK,False,C769,0.0,0.0,0.08989332574386422,Usure prématurée outillages précision,40.5
P0025,Fixation réacteur aile droite,2023-09-01 21:16:20.161951,2023-09-01 21:16:20.161951,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,A238,0.0,0.0,0.06902326058211108,Défaillance protocoles sécurité industrielle,37.5
P0026,Assemblage aile gauche,2023-09-01 21:19:42.488462,2023-09-01 21:19:42.488462,Station_16,AIR0016,Fatima Lefebvre,Opérateur Technique,Rework,True,C769,0.0,0.0,0.1,Déformation supports,36.5
P0027,Assemblage queue avion,2023-09-01 21:33:44.342290,2023-09-01 21:33:44.342290,Station_2,AIR0114,Jacques Vincent,Opérateur Senior,OK,False,A413,0.0,0.0,0.062317302720223226,Incident manutention,41.5
P0027,Assemblage aile droite,2023-09-01 21:42:31.288412,2023-09-01 21:42:31.288412,Station_9,AIR0009,Martine Vincent,Chef d'Équipe Confirmé,OK,False,A413,0.0,0.0,0.14637392271951688,Usure prématurée outillages précision,40.5
P0027,Assemblage aile gauche,2023-09-01 21:48:31.288412,2023-09-01 21:48:31.288412,Station_16,AIR0016,Fatima Lefebvre,Opérateur Technique,OK,False,A413,0.0,0.0,0.1,Déformation supports,36.5
P0026,Assemblage aile gauche_Rework,2023-09-01 21:49:42.488462,2023-09-01 21:49:42.488462,Station_16,AIR0016,Fatima Lefebvre,Opérateur Technique,OK,True,C769,0.0,0.0,0.5,Rework nécessaire,36.5
P0026,Assemblage fuselage centrale,2023-09-01 21:54:26.973148,2023-09-01 21:54:26.973148,Station_23,AIR0135,Paul Petit,Opérateur Senior,OK,False,C769,0.0,0.0,0.07902352387677908,Incident logiciel robots,41.5
P0027,Assemblage fuselage centrale,2023-09-01 21:57:25.317697,2023-09-01 21:57:25.317697,Station_23,AIR0079,Jacques Vincent,Technicien Technique,OK,False,A413,0.0,0.0,0.14834146811691948,Incident logiciel robots,39.5
P0026,Assemblage train atterissage gauche,2023-09-01 22:00:26.973148,2023-09-01 22:00:26.973148,Station_30,AIR0142,Omar Simon,Technicien Junior,OK,False,C769,0.0,0.0,0.1,Défaillance majeure systèmes,32.5
P0027,Assemblage train atterissage gauche,2023-09-01 22:03:25.317697,2023-09-01 22:03:25.317697,Station_30,AIR0142,Omar Simon,Technicien Junior,OK,False,A413,0.0,0.0,0.1,Défaillance majeure systèmes,32.5
P0028,Assemblage queue avion,2023-09-01 22:06:16.645593,2023-09-01 22:06:16.645593,Station_2,AIR0058,Emma Simon,Technicien Technique,OK,False,C330,0.0,0.0,0.10462377576096071,Incident manutention,39.5
P0026,Fixation réacteur aile gauche,2023-09-01 22:07:00.866769,2023-09-01 22:07:00.866769,Station_37,AIR0149,Miguel Lefebvre,Opérateur Senior,OK,False,C769,0.0,0.0,0.109414894739933,Perte référencement,41.5
P0027,Fixation réacteur aile gauche,2023-09-01 22:10:43.774452,2023-09-01 22:10:43.774452,Station_37,AIR0037,Antoine Durand,Technicien Senior,OK,False,A413,0.0,0.0,0.12179354305302077,Perte référencement,42.5
P0028,Assemblage aile droite,2023-09-01 22:13:24.221635,2023-09-01 22:13:24.221635,Station_9,AIR0065,Jacques Roux,Opérateur Senior,OK,False,C330,0.0,0.0,0.11877112272805682,Usure prématurée outillages précision,42.5
P0027,Assemblage train atterissage droit,2023-09-01 22:15:08.739854,2023-09-01 22:15:08.739854,Station_44,AIR0100,Isabelle Moreau,Chef d'Équipe Expert,OK,False,A413,0.0,0.0,0.07360150055345326,Perte traçabilité composants,41.5
P0026,Assemblage train atterissage droit,2023-09-01 22:15:38.122542,2023-09-01 22:15:38.122542,Station_44,AIR0100,Isabelle Moreau,Chef d'Équipe Expert,OK,False,C769,0.0,0.0,0.14368215914334037,Perte traçabilité composants,41.5
P0028,Assemblage aile gauche,2023-09-01 22:19:24.221635,2023-09-01 22:19:24.221635,Station_16,AIR0128,Sophie Fournier,Chef d'Équipe Senior,Rework,True,C330,0.0,0.0,0.1,Déformation supports,41.5
P0026,Fixation réacteur aile droite,2023-09-01 22:21:45.625737,2023-09-01 22:21:45.625737,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,C769,0.0,0.0,0.1020842207318983,Défaillance protocoles sécurité industrielle,37.5
P0027,Fixation réacteur aile droite,2023-09-01 22:23:55.720600,2023-09-01 22:23:55.720600,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,A413,0.0,0.0,0.14638354057936617,Défaillance protocoles sécurité industrielle,37.5
P0029,Assemblage queue avion,2023-09-01 22:33:02.988872,2023-09-01 22:33:02.988872,Station_2,AIR0002,François Lefebvre,Technicien Junior,OK,False,D277,0.0,0.0,0.05083024213110367,Incident manutention,32.5
P0029,Assemblage aile droite,2023-09-01 22:38:30.583665,2023-09-01 22:38:30.583665,Station_9,AIR0121,Bernard Durand,Opérateur Senior,OK,False,D277,0.0,0.0,0.0909985535999919,Usure prématurée outillages précision,41.5
P0029,Assemblage aile gauche,2023-09-01 22:44:30.583665,2023-09-01 22:44:30.583665,Station_16,AIR0128,Sophie Fournier,Chef d'Équipe Senior,OK,False,D277,0.0,0.0,0.1,Déformation supports,41.5
P0029,Assemblage fuselage centrale,2023-09-01 22:48:09.380193,2023-09-01 22:48:09.380193,Station_23,AIR0135,Paul Petit,Opérateur Senior,OK,False,D277,0.0,0.0,0.0607768132551193,Incident logiciel robots,41.5
P0028,Assemblage aile gauche_Rework,2023-09-01 22:49:24.221635,2023-09-01 22:49:24.221635,Station_16,AIR0128,Sophie Fournier,Chef d'Équipe Senior,OK,True,C330,0.0,0.0,0.5,Rework nécessaire,41.5
P0029,Assemblage train atterissage gauche,2023-09-01 22:54:09.380193,2023-09-01 22:54:09.380193,Station_30,AIR0142,Omar Simon,Technicien Junior,OK,False,D277,0.0,0.0,0.1,Défaillance majeure systèmes,32.5
P0028,Assemblage fuselage centrale,2023-09-01 22:57:05.302836,2023-09-01 22:57:05.302836,Station_23,AIR0135,Paul Petit,Opérateur Senior,OK,False,C330,0.0,0.0,0.12807811150372084,Incident logiciel robots,41.5
P0029,Fixation réacteur aile gauche,2023-09-01 22:57:22.136834,2023-09-01 22:57:22.136834,Station_37,AIR0093,Bernard Robert,Chef d'Équipe Technique,OK,False,D277,0.0,0.0,0.053543511493796006,Perte référencement,38.5
P0028,Assemblage train atterissage gauche,2023-09-01 23:03:05.302836,2023-09-01 23:03:05.302836,Station_30,AIR0030,Louis Durand,Opérateur Technique,OK,False,C330,0.0,0.0,0.1,Défaillance majeure systèmes,38.5
P0029,Assemblage train atterissage droit,2023-09-01 23:06:05.139142,2023-09-01 23:06:05.139142,Station_44,AIR0044,Luc Roux,Chef d'Équipe Technique,Rework,True,D277,0.0,0.0,0.1452784189780724,Perte traçabilité composants,37.5
P0030,Assemblage queue avion,2023-09-01 23:06:45.386619,2023-09-01 23:06:45.386619,Station_2,AIR0002,François Lefebvre,Technicien Junior,OK,False,D278,0.0,0.0,0.1126073941520983,Incident manutention,32.5
P0028,Fixation réacteur aile gauche,2023-09-01 23:10:44.714803,2023-09-01 23:10:44.714803,Station_37,AIR0149,Miguel Lefebvre,Opérateur Senior,OK,False,C330,0.0,0.0,0.12761443518687263,Perte référencement,41.5
P0030,Assemblage aile droite,2023-09-01 23:15:16.788781,2023-09-01 23:15:16.788781,Station_9,AIR0121,Bernard Durand,Opérateur Senior,Rework,True,D278,0.0,0.0,0.14205615623556805,Usure prématurée outillages précision,41.5
P0028,Assemblage train atterissage droit,2023-09-01 23:15:29.261238,2023-09-01 23:15:29.261238,Station_44,AIR0044,Luc Roux,Chef d'Équipe Technique,OK,False,C330,0.0,0.0,0.07904067648548829,Perte traçabilité composants,37.5
P0028,Fixation réacteur aile droite,2023-09-01 23:19:02.182776,2023-09-01 23:19:02.182776,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,C330,0.0,0.0,0.059144871529403724,Défaillance protocoles sécurité industrielle,37.5
P0031,Assemblage queue avion,2023-09-01 23:34:46.683828,2023-09-01 23:34:46.683828,Station_2,AIR0002,François Lefebvre,Technicien Junior,OK,False,C984,0.0,0.0,0.07963439677682435,Incident manutention,32.5
P0029,Assemblage train atterissage droit_Rework,2023-09-01 23:36:05.139142,2023-09-01 23:36:05.139142,Station_44,AIR0044,Luc Roux,Chef d'Équipe Technique,OK,True,D277,0.0,0.0,0.5,Rework nécessaire,37.5
P0029,Fixation réacteur aile droite,2023-09-01 23:43:28.302853,2023-09-01 23:43:28.302853,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,D277,0.0,0.0,0.12310103077251644,Défaillance protocoles sécurité industrielle,37.5
P0031,Assemblage aile droite,2023-09-01 23:43:46.231617,2023-09-01 23:43:46.231617,Station_9,AIR0121,Bernard Durand,Opérateur Senior,OK,False,C984,0.0,0.0,0.14987438594341265,Usure prématurée outillages précision,41.5
P0030,Assemblage aile droite_Rework,2023-09-01 23:45:16.788781,2023-09-01 23:45:16.788781,Station_9,AIR0121,Bernard Durand,Opérateur Senior,OK,True,D278,0.0,0.0,0.5,Rework nécessaire,41.5
P0031,Assemblage aile gauche,2023-09-01 23:49:46.231617,2023-09-01 23:49:46.231617,Station_16,AIR0072,Sophie Bernard,Chef d'Équipe Senior,OK,False,C984,0.0,0.0,0.1,Déformation supports,41.5
P0030,Assemblage aile gauche,2023-09-01 23:51:16.788781,2023-09-01 23:51:16.788781,Station_16,AIR0016,Fatima Lefebvre,Opérateur Technique,OK,False,D278,0.0,0.0,0.1,Déformation supports,36.5
P0031,Assemblage fuselage centrale,2023-09-01 23:56:04.775842,2023-09-01 23:56:04.775842,Station_23,AIR0135,Paul Petit,Opérateur Senior,OK,False,C984,0.0,0.0,0.10515117369758778,Incident logiciel robots,41.5
P0030,Assemblage fuselage centrale,2023-09-01 23:57:53.752768,2023-09-01 23:57:53.752768,Station_23,AIR0023,Alice Durand,Technicien Junior,OK,False,D278,0.0,0.0,0.11026777407669469,Incident logiciel robots,36.5
P0031,Assemblage train atterissage gauche,2023-09-02 00:02:04.775842,2023-09-02 00:02:04.775842,Station_30,AIR0086,Antoine Robert,Opérateur Senior,OK,False,C984,0.0,0.0,0.1,Défaillance majeure systèmes,41.5
P0030,Assemblage train atterissage gauche,2023-09-02 00:03:53.752768,2023-09-02 00:03:53.752768,Station_30,AIR0142,Omar Simon,Technicien Junior,OK,False,D278,0.0,0.0,0.1,Défaillance majeure systèmes,32.5
P0032,Assemblage queue avion,2023-09-02 00:06:47.945654,2023-09-02 00:06:47.945654,Station_2,AIR0114,Jacques Vincent,Opérateur Senior,OK,False,A337,0.0,0.0,0.11331823717672865,Incident manutention,41.5
P0031,Fixation réacteur aile gauche,2023-09-02 00:07:22.999295,2023-09-02 00:07:22.999295,Station_37,AIR0037,Antoine Durand,Technicien Senior,OK,False,C984,0.0,0.0,0.08839540367106413,Perte référencement,42.5
P0032,Assemblage aile droite,2023-09-02 00:10:35.410729,2023-09-02 00:10:35.410729,Station_9,AIR0065,Jacques Roux,Opérateur Senior,OK,False,A337,0.0,0.0,0.0631847430929481,Usure prématurée outillages précision,42.5
P0030,Fixation réacteur aile gauche,2023-09-02 00:11:51.430073,2023-09-02 00:11:51.430073,Station_37,AIR0093,Bernard Robert,Chef d'Équipe Technique,OK,False,D278,0.0,0.0,0.13268814023413375,Perte référencement,38.5
P0031,Assemblage train atterissage droit,2023-09-02 00:14:51.358985,2023-09-02 00:14:51.358985,Station_44,AIR0100,Isabelle Moreau,Chef d'Équipe Expert,OK,False,C984,0.0,0.0,0.12454435831365887,Perte traçabilité composants,41.5
P0032,Assemblage aile gauche,2023-09-02 00:16:35.410729,2023-09-02 00:16:35.410729,Station_16,AIR0072,Sophie Bernard,Chef d'Équipe Senior,OK,False,A337,0.0,0.0,0.1,Déformation supports,41.5
P0030,Assemblage train atterissage droit,2023-09-02 00:17:38.035517,2023-09-02 00:17:38.035517,Station_44,AIR0044,Luc Roux,Chef d'Équipe Technique,OK,False,D278,0.0,0.0,0.09627929011635172,Perte traçabilité composants,37.5
P0031,Fixation réacteur aile droite,2023-09-02 00:19:51.775433,2023-09-02 00:19:51.775433,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,C984,0.0,0.0,0.08344901336235477,Défaillance protocoles sécurité industrielle,37.5
P0032,Assemblage fuselage centrale,2023-09-02 00:20:46.991422,2023-09-02 00:20:46.991422,Station_23,AIR0079,Jacques Vincent,Technicien Technique,OK,False,A337,0.0,0.0,0.06988352580006044,Incident logiciel robots,39.5
P0030,Fixation réacteur aile droite,2023-09-02 00:21:27.564732,2023-09-02 00:21:27.564732,Station_51,AIR0051,Nathalie Martin,Technicien Junior,OK,False,D278,0.0,0.0,0.06375811531429434,Défaillance protocoles sécurité industrielle,35.5
P0032,Assemblage train atterissage gauche,2023-09-02 00:26:46.991422,2023-09-02 00:26:46.991422,Station_30,AIR0086,Antoine Robert,Opérateur Senior,OK,False,A337,0.0,0.0,0.1,Défaillance majeure systèmes,41.5
P0032,Fixation réacteur aile gauche,2023-09-02 00:32:30.152596,2023-09-02 00:32:30.152596,Station_37,AIR0093,Bernard Robert,Chef d'Équipe Technique,OK,False,A337,0.0,0.0,0.09532254819974985,Perte référencement,38.5
P0033,Assemblage queue avion,2023-09-02 00:37:26.729630,2023-09-02 00:37:26.729630,Station_2,AIR0002,François Lefebvre,Technicien Junior,OK,False,A413,0.0,0.0,0.12409156377443396,Incident manutention,32.5
P0032,Assemblage train atterissage droit,2023-09-02 00:39:54.121855,2023-09-02 00:39:54.121855,Station_44,AIR0044,Luc Roux,Chef d'Équipe Technique,OK,False,A337,0.0,0.0,0.12332479428233063,Perte traçabilité composants,37.5
P0033,Assemblage aile droite,2023-09-02 00:45:03.328856,2023-09-02 00:45:03.328856,Station_9,AIR0065,Jacques Roux,Opérateur Senior,Rework,True,A413,0.0,0.0,0.12683311844365136,Usure prématurée outillages précision,42.5
P0032,Fixation réacteur aile droite,2023-09-02 00:48:00.044844,2023-09-02 00:48:00.044844,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,A337,0.0,0.0,0.13497860808966786,Défaillance protocoles sécurité industrielle,37.5
P0034,Assemblage queue avion,2023-09-02 01:07:33.398597,2023-09-02 01:07:33.398597,Station_2,AIR0002,François Lefebvre,Technicien Junior,OK,False,A413,0.0,0.0,0.12594405486048676,Incident manutention,32.5
P0034,Assemblage aile droite,2023-09-02 01:11:40.132747,2023-09-02 01:11:40.132747,Station_9,AIR0009,Martine Vincent,Chef d'Équipe Confirmé,OK,False,A413,0.0,0.0,0.06853726393072175,Usure prématurée outillages précision,40.5
P0033,Assemblage aile droite_Rework,2023-09-02 01:15:03.328856,2023-09-02 01:15:03.328856,Station_9,AIR0065,Jacques Roux,Opérateur Senior,OK,True,A413,0.0,0.0,0.5,Rework nécessaire,42.5
P0034,Assemblage aile gauche,2023-09-02 01:17:40.132747,2023-09-02 01:17:40.132747,Station_16,AIR0128,Sophie Fournier,Chef d'Équipe Senior,OK,False,A413,0.0,0.0,0.1,Déformation supports,41.5
P0033,Assemblage aile gauche,2023-09-02 01:21:03.328856,2023-09-02 01:21:03.328856,Station_16,AIR0016,Fatima Lefebvre,Opérateur Technique,OK,False,A413,0.0,0.0,0.1,Déformation supports,36.5
P0034,Assemblage fuselage centrale,2023-09-02 01:26:22.765385,2023-09-02 01:26:22.765385,Station_23,AIR0023,Alice Durand,Technicien Junior,OK,False,A413,0.0,0.0,0.14517573288014796,Incident logiciel robots,36.5
P0033,Assemblage fuselage centrale,2023-09-02 01:26:31.261214,2023-09-02 01:26:31.261214,Station_23,AIR0023,Alice Durand,Technicien Junior,OK,False,A413,0.0,0.0,0.09109232156179634,Incident logiciel robots,36.5
P0034,Assemblage train atterissage gauche,2023-09-02 01:32:22.765385,2023-09-02 01:32:22.765385,Station_30,AIR0086,Antoine Robert,Opérateur Senior,Rework,True,A413,0.0,0.0,0.1,Défaillance majeure systèmes,41.5
P0033,Assemblage train atterissage gauche,2023-09-02 01:32:31.261214,2023-09-02 01:32:31.261214,Station_30,AIR0030,Louis Durand,Opérateur Technique,OK,False,A413,0.0,0.0,0.1,Défaillance majeure systèmes,38.5
P0035,Assemblage queue avion,2023-09-02 01:35:25.896747,2023-09-02 01:35:25.896747,Station_2,AIR0058,Emma Simon,Technicien Technique,OK,False,D119,0.0,0.0,0.09052687417216115,Incident manutention,39.5
P0033,Fixation réacteur aile gauche,2023-09-02 01:39:26.990771,2023-09-02 01:39:26.990771,Station_37,AIR0093,Bernard Robert,Chef d'Équipe Technique,OK,False,A413,0.0,0.0,0.11548043250081062,Perte référencement,38.5
P0035,Assemblage aile droite,2023-09-02 01:42:59.570354,2023-09-02 01:42:59.570354,Station_9,AIR0121,Bernard Durand,Opérateur Senior,OK,False,D119,0.0,0.0,0.12602044631941633,Usure prématurée outillages précision,41.5
P0033,Assemblage train atterissage droit,2023-09-02 01:43:01.989478,2023-09-02 01:43:01.989478,Station_44,AIR0100,Isabelle Moreau,Chef d'Équipe Expert,OK,False,A413,0.0,0.0,0.05972186292530275,Perte traçabilité composants,41.5
P0035,Assemblage aile gauche,2023-09-02 01:48:59.570354,2023-09-02 01:48:59.570354,Station_16,AIR0128,Sophie Fournier,Chef d'Équipe Senior,Rework,True,D119,0.0,0.0,0.1,Déformation supports,41.5
P0033,Fixation réacteur aile droite,2023-09-02 01:50:22.024935,2023-09-02 01:50:22.024935,Station_51,AIR0051,Nathalie Martin,Technicien Junior,Rework,True,A413,0.0,0.0,0.12223207138539388,Défaillance protocoles sécurité industrielle,35.5
P0034,Assemblage train atterissage gauche_Rework,2023-09-02 02:02:22.765385,2023-09-02 02:02:22.765385,Station_30,AIR0086,Antoine Robert,Opérateur Senior,OK,True,A413,0.0,0.0,0.5,Rework nécessaire,41.5
P0034,Fixation réacteur aile gauche,2023-09-02 02:07:54.380716,2023-09-02 02:07:54.380716,Station_37,AIR0093,Bernard Robert,Chef d'Équipe Technique,OK,False,A413,0.0,0.0,0.09211536977178719,Perte référencement,38.5
P0036,Assemblage queue avion,2023-09-02 02:08:47.388857,2023-09-02 02:08:47.388857,Station_2,AIR0002,François Lefebvre,Technicien Junior,OK,False,A018,0.0,0.0,0.14649690485276579,Incident manutention,32.5
P0034,Assemblage train atterissage droit,2023-09-02 02:11:36.024724,2023-09-02 02:11:36.024724,Station_44,AIR0044,Luc Roux,Chef d'Équipe Technique,OK,False,A413,0.0,0.0,0.061567779923653004,Perte traçabilité composants,37.5
P0036,Assemblage aile droite,2023-09-02 02:12:09.996482,2023-09-02 02:12:09.996482,Station_9,AIR0121,Bernard Durand,Opérateur Senior,OK,False,A018,0.0,0.0,0.056279895908375246,Usure prématurée outillages précision,41.5
P0034,Fixation réacteur aile droite,2023-09-02 02:17:34.630630,2023-09-02 02:17:34.630630,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,A413,0.0,0.0,0.09961275159245189,Défaillance protocoles sécurité industrielle,37.5
P0036,Assemblage aile gauche,2023-09-02 02:18:09.996482,2023-09-02 02:18:09.996482,Station_16,AIR0016,Fatima Lefebvre,Opérateur Technique,OK,False,A018,0.0,0.0,0.1,Déformation supports,36.5
P0035,Assemblage aile gauche_Rework,2023-09-02 02:18:59.570354,2023-09-02 02:18:59.570354,Station_16,AIR0128,Sophie Fournier,Chef d'Équipe Senior,OK,True,D119,0.0,0.0,0.5,Rework nécessaire,41.5
P0033,Fixation réacteur aile droite_Rework,2023-09-02 02:20:22.024935,2023-09-02 02:20:22.024935,Station_51,AIR0051,Nathalie Martin,Technicien Junior,OK,True,A413,0.0,0.0,0.5,Rework nécessaire,35.5
P0035,Assemblage fuselage centrale,2023-09-02 02:23:19.494057,2023-09-02 02:23:19.494057,Station_23,AIR0135,Paul Petit,Opérateur Senior,OK,False,D119,0.0,0.0,0.07220102853173829,Incident logiciel robots,41.5
P0036,Assemblage fuselage centrale,2023-09-02 02:25:43.502704,2023-09-02 02:25:43.502704,Station_23,AIR0023,Alice Durand,Technicien Junior,OK,False,A018,0.0,0.0,0.12597395046917578,Incident logiciel robots,36.5
P0035,Assemblage train atterissage gauche,2023-09-02 02:29:19.494057,2023-09-02 02:29:19.494057,Station_30,AIR0142,Omar Simon,Technicien Junior,OK,False,D119,0.0,0.0,0.1,Défaillance majeure systèmes,32.5
P0036,Assemblage train atterissage gauche,2023-09-02 02:31:43.502704,2023-09-02 02:31:43.502704,Station_30,AIR0142,Omar Simon,Technicien Junior,Rework,True,A018,0.0,0.0,0.1,Défaillance majeure systèmes,32.5
P0035,Fixation réacteur aile gauche,2023-09-02 02:32:33.181613,2023-09-02 02:32:33.181613,Station_37,AIR0149,Miguel Lefebvre,Opérateur Senior,OK,False,D119,0.0,0.0,0.053802098819880274,Perte référencement,41.5
P0037,Assemblage queue avion,2023-09-02 02:35:09.297094,2023-09-02 02:35:09.297094,Station_2,AIR0114,Jacques Vincent,Opérateur Senior,OK,False,A259,0.0,0.0,0.0859158595363319,Incident manutention,41.5
P0035,Assemblage train atterissage droit,2023-09-02 02:38:12.579577,2023-09-02 02:38:12.579577,Station_44,AIR0100,Isabelle Moreau,Chef d'Équipe Expert,OK,False,D119,0.0,0.0,0.09427721211412683,Perte traçabilité composants,41.5
P0037,Assemblage aile droite,2023-09-02 02:39:31.515081,2023-09-02 02:39:31.515081,Station_9,AIR0009,Martine Vincent,Chef d'Équipe Confirmé,Rework,True,A259,0.0,0.0,0.07283832975344932,Usure prématurée outillages précision,40.5
P0035,Fixation réacteur aile droite,2023-09-02 02:43:50.978964,2023-09-02 02:43:50.978964,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,D119,0.0,0.0,0.09399982985500184,Défaillance protocoles sécurité industrielle,37.5
P0036,Assemblage train atterissage gauche_Rework,2023-09-02 03:01:43.502704,2023-09-02 03:01:43.502704,Station_30,AIR0142,Omar Simon,Technicien Junior,OK,True,A018,0.0,0.0,0.5,Rework nécessaire,32.5
P0038,Assemblage queue avion,2023-09-02 03:03:06.741701,2023-09-02 03:03:06.741701,Station_2,AIR0058,Emma Simon,Technicien Technique,OK,False,D277,0.0,0.0,0.051872694851341376,Incident manutention,39.5
P0036,Fixation réacteur aile gauche,2023-09-02 03:04:48.777649,2023-09-02 03:04:48.777649,Station_37,AIR0093,Bernard Robert,Chef d'Équipe Technique,OK,False,A018,0.0,0.0,0.05146526240089738,Perte référencement,38.5
P0037,Assemblage aile droite_Rework,2023-09-02 03:09:31.515081,2023-09-02 03:09:31.515081,Station_9,AIR0009,Martine Vincent,Chef d'Équipe Confirmé,OK,True,A259,0.0,0.0,0.5,Rework nécessaire,40.5
P0038,Assemblage aile droite,2023-09-02 03:10:33.479216,2023-09-02 03:10:33.479216,Station_9,AIR0121,Bernard Durand,Opérateur Senior,OK,False,D277,0.0,0.0,0.12409375406213514,Usure prématurée outillages précision,41.5
P0036,Assemblage train atterissage droit,2023-09-02 03:11:31.399604,2023-09-02 03:11:31.399604,Station_44,AIR0044,Luc Roux,Chef d'Équipe Technique,OK,False,A018,0.0,0.0,0.11183943199334312,Perte traçabilité composants,37.5
P0037,Assemblage aile gauche,2023-09-02 03:15:31.515081,2023-09-02 03:15:31.515081,Station_16,AIR0072,Sophie Bernard,Chef d'Équipe Senior,OK,False,A259,0.0,0.0,0.1,Déformation supports,41.5
P0038,Assemblage aile gauche,2023-09-02 03:16:33.479216,2023-09-02 03:16:33.479216,Station_16,AIR0016,Fatima Lefebvre,Opérateur Technique,OK,False,D277,0.0,0.0,0.1,Déformation supports,36.5
P0036,Fixation réacteur aile droite,2023-09-02 03:18:12.726765,2023-09-02 03:18:12.726765,Station_51,AIR0051,Nathalie Martin,Technicien Junior,OK,False,A018,0.0,0.0,0.1114797668749889,Défaillance protocoles sécurité industrielle,35.5
P0038,Assemblage fuselage centrale,2023-09-02 03:20:13.741239,2023-09-02 03:20:13.741239,Station_23,AIR0135,Paul Petit,Opérateur Senior,Rework,True,D277,0.0,0.0,0.06118389533030937,Incident logiciel robots,41.5
P0037,Assemblage fuselage centrale,2023-09-02 03:22:37.984316,2023-09-02 03:22:37.984316,Station_23,AIR0023,Alice Durand,Technicien Junior,OK,False,A259,0.0,0.0,0.11846367646364749,Incident logiciel robots,36.5
P0037,Assemblage train atterissage gauche,2023-09-02 03:28:37.984316,2023-09-02 03:28:37.984316,Station_30,AIR0086,Antoine Robert,Opérateur Senior,OK,False,A259,0.0,0.0,0.1,Défaillance majeure systèmes,41.5
P0039,Assemblage queue avion,2023-09-02 03:36:13.766432,2023-09-02 03:36:13.766432,Station_2,AIR0058,Emma Simon,Technicien Technique,OK,False,A415,0.0,0.0,0.10382400886445636,Incident manutention,39.5
P0037,Fixation réacteur aile gauche,2023-09-02 03:37:27.999900,2023-09-02 03:37:27.999900,Station_37,AIR0149,Miguel Lefebvre,Opérateur Senior,Rework,True,A259,0.0,0.0,0.14722655106584756,Perte référencement,41.5
P0039,Assemblage aile droite,2023-09-02 03:43:46.478894,2023-09-02 03:43:46.478894,Station_9,AIR0009,Martine Vincent,Chef d'Équipe Confirmé,OK,False,A415,0.0,0.0,0.12575346177684396,Usure prématurée outillages précision,40.5
P0039,Assemblage aile gauche,2023-09-02 03:49:46.478894,2023-09-02 03:49:46.478894,Station_16,AIR0072,Sophie Bernard,Chef d'Équipe Senior,OK,False,A415,0.0,0.0,0.1,Déformation supports,41.5
P0038,Assemblage fuselage centrale_Rework,2023-09-02 03:50:13.741239,2023-09-02 03:50:13.741239,Station_23,AIR0135,Paul Petit,Opérateur Senior,OK,True,D277,0.0,0.0,0.5,Rework nécessaire,41.5
P0038,Assemblage train atterissage gauche,2023-09-02 03:56:13.741239,2023-09-02 03:56:13.741239,Station_30,AIR0030,Louis Durand,Opérateur Technique,OK,False,D277,0.0,0.0,0.1,Défaillance majeure systèmes,38.5
P0039,Assemblage fuselage centrale,2023-09-02 03:57:10.240104,2023-09-02 03:57:10.240104,Station_23,AIR0135,Paul Petit,Opérateur Senior,Rework,True,A415,0.0,0.0,0.12326700286725467,Incident logiciel robots,41.5
P0038,Fixation réacteur aile gauche,2023-09-02 04:03:19.593414,2023-09-02 04:03:19.593414,Station_37,AIR0149,Miguel Lefebvre,Opérateur Senior,OK,False,D277,0.0,0.0,0.11829227093240409,Perte référencement,41.5
P0040,Assemblage queue avion,2023-09-02 04:05:50.970512,2023-09-02 04:05:50.970512,Station_2,AIR0002,François Lefebvre,Technicien Junior,Rework,True,D142,0.0,0.0,0.09749180879630524,Incident manutention,32.5
P0037,Fixation réacteur aile gauche_Rework,2023-09-02 04:07:27.999900,2023-09-02 04:07:27.999900,Station_37,AIR0149,Miguel Lefebvre,Opérateur Senior,OK,True,A259,0.0,0.0,0.5,Rework nécessaire,41.5
P0038,Assemblage train atterissage droit,2023-09-02 04:10:23.068141,2023-09-02 04:10:23.068141,Station_44,AIR0044,Luc Roux,Chef d'Équipe Technique,OK,False,D277,0.0,0.0,0.11763186857793564,Perte traçabilité composants,37.5
P0037,Assemblage train atterissage droit,2023-09-02 04:12:31.101383,2023-09-02 04:12:31.101383,Station_44,AIR0044,Luc Roux,Chef d'Équipe Technique,OK,False,A259,0.0,0.0,0.08419485637827312,Perte traçabilité composants,37.5
